TimeGenerated,OperationName,Category,Result,ResultReason,ResultDescription,ActivityDisplayName,ActivityDateTime,AADOperationType,Identity,InitiatedBy,TargetResources,LoggedByService,Type
2026-04-29T01:38:57Z,Add user,UserManagement,failure,,,Add user,2026-04-29T01:38:57Z,Add,kpatel@corp.example,"{""user"":{""userPrincipalName"":""kpatel@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:39:01Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:39:01Z,Reset,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""ehernandez"",""userPrincipalName"":""ehernandez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:39:27Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:39:27Z,Reset,dkim@corp.example,"{""user"":{""userPrincipalName"":""dkim@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:39:53Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T01:39:53Z,Sign-in,tnguyen@corp.example,"{""user"": {""userPrincipalName"": ""tnguyen@corp.example""}}","[{""displayName"": ""ehernandez"", ""userPrincipalName"": ""ehernandez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:40:47Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T01:40:47Z,Add,pjohnston@corp.example,"{""user"": {""userPrincipalName"": ""pjohnston@corp.example""}}","[{""displayName"": ""kpatel"", ""userPrincipalName"": ""kpatel@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:41:31Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:41:31Z,Reset,tnguyen@corp.example,"{""user"": {""userPrincipalName"": ""tnguyen@corp.example""}}","[{""displayName"": ""ssmith"", ""userPrincipalName"": ""ssmith@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:42:06Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T01:42:06Z,Add,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:42:06Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T01:42:06Z,Add,fortega@corp.example,"{""user"": {""userPrincipalName"": ""fortega@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:42:29Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T01:42:29Z,Add,ssmith@corp.example,"{""user"": {""userPrincipalName"": ""ssmith@corp.example""}}","[{""displayName"": ""bsato"", ""userPrincipalName"": ""bsato@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:44:04Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:44:04Z,Reset,pjohnston@corp.example,"{""user"": {""userPrincipalName"": ""pjohnston@corp.example""}}","[{""displayName"": ""ahaynes"", ""userPrincipalName"": ""ahaynes@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:44:17Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T01:44:17Z,Add,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:44:18Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T01:44:18Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:44:57Z,Update group,GroupManagement,success,,,Update group,2026-04-29T01:44:57Z,Update,ssmith@corp.example,"{""user"": {""userPrincipalName"": ""ssmith@corp.example""}}","[{""displayName"": ""jharris"", ""userPrincipalName"": ""jharris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:45:08Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T01:45:08Z,Add,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:45:10Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T01:45:10Z,Add,bsato@corp.example,"{""user"":{""userPrincipalName"":""bsato@corp.example""}}","[{""displayName"":""dkim"",""userPrincipalName"":""dkim@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:45:22Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:45:22Z,Reset,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:45:47Z,Add user,UserManagement,failure,,,Add user,2026-04-29T01:45:47Z,Add,ahaynes@corp.example,"{""user"": {""userPrincipalName"": ""ahaynes@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:46:06Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T01:46:06Z,Update,ssmith@corp.example,"{""user"": {""userPrincipalName"": ""ssmith@corp.example""}}","[{""displayName"": ""sthompson"", ""userPrincipalName"": ""sthompson@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:47:08Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T01:47:08Z,Update,lwoods@corp.example,"{""user"": {""userPrincipalName"": ""lwoods@corp.example""}}","[{""displayName"": ""vchen"", ""userPrincipalName"": ""vchen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:48:08Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T01:48:08Z,Remove,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:48:33Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T01:48:33Z,Add,dkim@corp.example,"{""user"": {""userPrincipalName"": ""dkim@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:49:22Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T01:49:22Z,Add,kpatel@corp.example,"{""user"": {""userPrincipalName"": ""kpatel@corp.example""}}","[{""displayName"": ""mwhite"", ""userPrincipalName"": ""mwhite@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:49:22Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T01:49:22Z,Add,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""mwhite"",""userPrincipalName"":""mwhite@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:49:46Z,Add user,UserManagement,success,,,Add user,2026-04-29T01:49:46Z,Add,tnguyen@corp.example,"{""user"": {""userPrincipalName"": ""tnguyen@corp.example""}}","[{""displayName"": ""rrivera"", ""userPrincipalName"": ""rrivera@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:49:54Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T01:49:54Z,Add,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:50:34Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T01:50:34Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:51:49Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T01:51:49Z,Add,jharris@corp.example,"{""user"": {""userPrincipalName"": ""jharris@corp.example""}}","[{""displayName"": ""phopkins"", ""userPrincipalName"": ""phopkins@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:51:59Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T01:51:59Z,Add,jharris@corp.example,"{""user"": {""userPrincipalName"": ""jharris@corp.example""}}","[{""displayName"": ""bsato"", ""userPrincipalName"": ""bsato@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:52:05Z,Update group,GroupManagement,success,,,Update group,2026-04-29T01:52:05Z,Update,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""jharris"",""userPrincipalName"":""jharris@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:52:17Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T01:52:17Z,Update,lwoods@corp.example,"{""user"": {""userPrincipalName"": ""lwoods@corp.example""}}","[{""displayName"": ""sthompson"", ""userPrincipalName"": ""sthompson@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:53:57Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T01:53:57Z,Delete,olopez@corp.example,"{""user"":{""userPrincipalName"":""olopez@corp.example""}}","[{""displayName"":""kpatel"",""userPrincipalName"":""kpatel@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:55:00Z,Update group,GroupManagement,success,,,Update group,2026-04-29T01:55:00Z,Update,ahaynes@corp.example,"{""user"": {""userPrincipalName"": ""ahaynes@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:55:16Z,Update group,GroupManagement,success,,,Update group,2026-04-29T01:55:16Z,Update,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""bsato"",""userPrincipalName"":""bsato@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:56:11Z,Reset user password,UserManagement,success,,,Reset user password,2026-04-29T01:56:11Z,Reset,bsato@corp.example,"{""user"":{""userPrincipalName"":""bsato@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T01:56:13Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:56:13Z,Reset,bsato@corp.example,"{""user"": {""userPrincipalName"": ""bsato@corp.example""}}","[{""displayName"": ""kpatel"", ""userPrincipalName"": ""kpatel@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:57:22Z,Add user,UserManagement,success,,,Add user,2026-04-29T01:57:22Z,Add,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""ssmith"", ""userPrincipalName"": ""ssmith@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:58:08Z,Add user,UserManagement,failure,,,Add user,2026-04-29T01:58:08Z,Add,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:59:23Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T01:59:23Z,Add,phopkins@corp.example,"{""user"": {""userPrincipalName"": ""phopkins@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T01:59:56Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T01:59:56Z,Reset,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""dkim"",""userPrincipalName"":""dkim@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:00:37Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T02:00:37Z,Update,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""jharris"",""userPrincipalName"":""jharris@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:00:44Z,Add user,UserManagement,success,,,Add user,2026-04-29T02:00:44Z,Add,olopez@corp.example,"{""user"":{""userPrincipalName"":""olopez@corp.example""}}","[{""displayName"":""dkim"",""userPrincipalName"":""dkim@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:00:45Z,Update user,UserManagement,success,,,Update user,2026-04-29T02:00:45Z,Update,olopez@corp.example,"{""user"": {""userPrincipalName"": ""olopez@corp.example""}}","[{""displayName"": ""ahaynes"", ""userPrincipalName"": ""ahaynes@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:01:08Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T02:01:08Z,Sign-in,fortega@corp.example,"{""user"": {""userPrincipalName"": ""fortega@corp.example""}}","[{""displayName"": ""ssmith"", ""userPrincipalName"": ""ssmith@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:01:36Z,Update user,UserManagement,success,,,Update user,2026-04-29T02:01:36Z,Update,bsato@corp.example,"{""user"": {""userPrincipalName"": ""bsato@corp.example""}}","[{""displayName"": ""dkim"", ""userPrincipalName"": ""dkim@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:02:10Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T02:02:10Z,Add,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""rmorales"",""userPrincipalName"":""rmorales@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:03:17Z,Update group,GroupManagement,success,,,Update group,2026-04-29T02:03:17Z,Update,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:04:34Z,Add user,UserManagement,failure,,,Add user,2026-04-29T02:04:34Z,Add,gnorris@corp.example,"{""user"": {""userPrincipalName"": ""gnorris@corp.example""}}","[{""displayName"": ""mevans"", ""userPrincipalName"": ""mevans@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:05:15Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T02:05:15Z,Sign-in,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""agarcia"",""userPrincipalName"":""agarcia@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:05:46Z,Add user,UserManagement,success,,,Add user,2026-04-29T02:05:46Z,Add,tnguyen@corp.example,"{""user"":{""userPrincipalName"":""tnguyen@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:05:48Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T02:05:48Z,Add,mevans@corp.example,"{""user"": {""userPrincipalName"": ""mevans@corp.example""}}","[{""displayName"": ""bsato"", ""userPrincipalName"": ""bsato@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:05:53Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T02:05:53Z,Delete,ahaynes@corp.example,"{""user"": {""userPrincipalName"": ""ahaynes@corp.example""}}","[{""displayName"": ""kdoyle"", ""userPrincipalName"": ""kdoyle@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:06:40Z,Add user,UserManagement,failure,,,Add user,2026-04-29T02:06:40Z,Add,rrivera@corp.example,"{""user"": {""userPrincipalName"": ""rrivera@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:07:35Z,Add member to group,GroupManagement,success,,,Add member to group,2026-04-29T02:07:35Z,Add,bcarter@corp.example,"{""user"": {""userPrincipalName"": ""bcarter@corp.example""}}","[{""displayName"": ""ssmith"", ""userPrincipalName"": ""ssmith@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:08:00Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T02:08:00Z,Add,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""fortega"", ""userPrincipalName"": ""fortega@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:08:05Z,Update user,UserManagement,success,,,Update user,2026-04-29T02:08:05Z,Update,rmorales@corp.example,"{""user"":{""userPrincipalName"":""rmorales@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:09:06Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T02:09:06Z,Remove,pjohnston@corp.example,"{""user"": {""userPrincipalName"": ""pjohnston@corp.example""}}","[{""displayName"": ""ahaynes"", ""userPrincipalName"": ""ahaynes@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:09:10Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T02:09:10Z,Remove,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:10:29Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T02:10:29Z,Add,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:11:05Z,Delete user,UserManagement,success,,,Delete user,2026-04-29T02:11:05Z,Delete,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:11:09Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T02:11:09Z,Update,lwoods@corp.example,"{""user"":{""userPrincipalName"":""lwoods@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:11:54Z,Add user,UserManagement,failure,,,Add user,2026-04-29T02:11:54Z,Add,jharris@corp.example,"{""user"": {""userPrincipalName"": ""jharris@corp.example""}}","[{""displayName"": ""ahaynes"", ""userPrincipalName"": ""ahaynes@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:12:00Z,Add owner to application,ApplicationManagement,success,,,Add owner to application,2026-04-29T02:12:00Z,Add,bsato@corp.example,"{""user"":{""userPrincipalName"":""bsato@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:12:26Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T02:12:26Z,Update,fortega@corp.example,"{""user"": {""userPrincipalName"": ""fortega@corp.example""}}","[{""displayName"": ""ssmith"", ""userPrincipalName"": ""ssmith@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:12:50Z,Add user,UserManagement,success,,,Add user,2026-04-29T02:12:50Z,Add,agarcia@corp.example,"{""user"": {""userPrincipalName"": ""agarcia@corp.example""}}","[{""displayName"": ""rrivera"", ""userPrincipalName"": ""rrivera@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:13:18Z,Update group,GroupManagement,success,,,Update group,2026-04-29T02:13:18Z,Update,rrivera@corp.example,"{""user"": {""userPrincipalName"": ""rrivera@corp.example""}}","[{""displayName"": ""tnguyen"", ""userPrincipalName"": ""tnguyen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:13:20Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T02:13:20Z,Sign-in,ssmith@corp.example,"{""user"": {""userPrincipalName"": ""ssmith@corp.example""}}","[{""displayName"": ""rmorales"", ""userPrincipalName"": ""rmorales@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:15:12Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T02:15:12Z,Add,ehernandez@corp.example,"{""user"":{""userPrincipalName"":""ehernandez@corp.example""}}","[{""displayName"":""dkim"",""userPrincipalName"":""dkim@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:15:25Z,Add app role assignment to user,RoleManagement,success,,,Add app role assignment to user,2026-04-29T02:15:25Z,Add,sthompson@corp.example,"{""user"": {""userPrincipalName"": ""sthompson@corp.example""}}","[{""displayName"": ""bsato"", ""userPrincipalName"": ""bsato@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:16:25Z,Add user,UserManagement,failure,,,Add user,2026-04-29T02:16:25Z,Add,mwhite@corp.example,"{""user"": {""userPrincipalName"": ""mwhite@corp.example""}}","[{""displayName"": ""tnguyen"", ""userPrincipalName"": ""tnguyen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:16:48Z,Update group,GroupManagement,success,,,Update group,2026-04-29T02:16:48Z,Update,rmorales@corp.example,"{""user"":{""userPrincipalName"":""rmorales@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:16:50Z,Update group,GroupManagement,success,,,Update group,2026-04-29T02:16:50Z,Update,bsato@corp.example,"{""user"": {""userPrincipalName"": ""bsato@corp.example""}}","[{""displayName"": ""agarcia"", ""userPrincipalName"": ""agarcia@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:17:47Z,Add user,UserManagement,success,,,Add user,2026-04-29T02:17:47Z,Add,mwhite@corp.example,"{""user"":{""userPrincipalName"":""mwhite@corp.example""}}","[{""displayName"":""dkim"",""userPrincipalName"":""dkim@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:18:48Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T02:18:48Z,Sign-in,mwhite@corp.example,"{""user"": {""userPrincipalName"": ""mwhite@corp.example""}}","[{""displayName"": ""ahaynes"", ""userPrincipalName"": ""ahaynes@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:19:27Z,Update user,UserManagement,success,,,Update user,2026-04-29T02:19:27Z,Update,dkim@corp.example,"{""user"":{""userPrincipalName"":""dkim@corp.example""}}","[{""displayName"":""olopez"",""userPrincipalName"":""olopez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:19:34Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T02:19:34Z,Sign-in,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:19:36Z,Update application,ApplicationManagement,success,,,Update application,2026-04-29T02:19:36Z,Update,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""dkim"",""userPrincipalName"":""dkim@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:22:08Z,Add member to role,RoleManagement,success,,,Add member to role,2026-04-29T02:22:08Z,Add,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""lwoods"",""userPrincipalName"":""lwoods@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:22:55Z,Sign-in activity,SignInLogs,success,,,Sign-in activity,2026-04-29T02:22:55Z,Sign-in,mevans@corp.example,"{""user"": {""userPrincipalName"": ""mevans@corp.example""}}","[{""displayName"": ""pjohnston"", ""userPrincipalName"": ""pjohnston@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:24:10Z,Update group,GroupManagement,success,,,Update group,2026-04-29T02:24:10Z,Update,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:24:44Z,Update group,GroupManagement,success,,,Update group,2026-04-29T02:24:44Z,Update,iyamamoto@corp.example,"{""user"": {""userPrincipalName"": ""iyamamoto@corp.example""}}","[{""displayName"": ""jharris"", ""userPrincipalName"": ""jharris@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:25:40Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T02:25:40Z,Reset,agarcia@corp.example,"{""user"":{""userPrincipalName"":""agarcia@corp.example""}}","[{""displayName"":""jharris"",""userPrincipalName"":""jharris@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:26:52Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T02:26:52Z,Remove,lwoods@corp.example,"{""user"": {""userPrincipalName"": ""lwoods@corp.example""}}","[{""displayName"": ""tnguyen"", ""userPrincipalName"": ""tnguyen@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:26:58Z,Update user,UserManagement,success,,,Update user,2026-04-29T02:26:58Z,Update,sthompson@corp.example,"{""user"":{""userPrincipalName"":""sthompson@corp.example""}}","[{""displayName"":""sthompson"",""userPrincipalName"":""sthompson@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:27:29Z,Reset user password,UserManagement,failure,,,Reset user password,2026-04-29T02:27:29Z,Reset,jharris@corp.example,"{""user"":{""userPrincipalName"":""jharris@corp.example""}}","[{""displayName"":""ehernandez"",""userPrincipalName"":""ehernandez@corp.example"",""type"":""User""}]",Core Directory,AuditLogs
2026-04-29T02:27:45Z,Add user,UserManagement,failure,,,Add user,2026-04-29T02:27:45Z,Add,mwhite@corp.example,"{""user"": {""userPrincipalName"": ""mwhite@corp.example""}}","[{""displayName"": ""olopez"", ""userPrincipalName"": ""olopez@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
2026-04-29T02:28:15Z,Remove member from group,GroupManagement,success,,,Remove member from group,2026-04-29T02:28:15Z,Remove,rmorales@corp.example,"{""user"": {""userPrincipalName"": ""rmorales@corp.example""}}","[{""displayName"": ""pjohnston"", ""userPrincipalName"": ""pjohnston@corp.example"", ""type"": ""User""}]",Core Directory,AuditLogs
